Frame ID; Time; Collision Count; Red Mushroom Count; Brown Mushroom Count; RL Position X; RL Position Y; RL Position Z; Game Position X; Game Position Y; Game Position Z; Rotation X; Rotation Y; Rotation Z; Navigation State
830;00:00:22;0;0;0;0,05876017;0,8123617;-0,1377247;1,911751;0,009999931;-0,162002;0,1431318;0,7607764;-0,1321044;W
831;00:00:23;0;0;0;0,05875754;0,8123501;-0,1377311;1,911751;0,009999931;-0,162002;0,1431084;0,760777;-0,1319772;W
832;00:00:24;0;0;0;0,05867362;0,8123024;-0,1377503;1,911751;0,009999931;-0,162002;0,1430478;0,7608147;-0,1320123;W
833;00:00:25;0;0;0;0,05873466;0,8123297;-0,1377642;1,911751;0,009999931;-0,162002;0,1431109;0,7608047;-0,1319221;W
834;00:00:26;0;0;0;0,05871892;0,8123153;-0,137767;1,911751;0,009999931;-0,162002;0,1431301;0,7608296;-0,1318819;W
835;00:00:27;0;0;0;0,05836201;0,8122849;-0,1378669;1,911751;0,009999931;-0,162002;0,1430255;0,7608399;-0,1317465;W
836;00:00:29;0;0;0;0,05838013;0,8123066;-0,1378641;1,911751;0,009999931;-0,162002;0,1430521;0,7608874;-0,1318743;W
837;00:00:30;0;0;0;0,0583806;0,8122936;-0,137871;1,911751;0,009999931;-0,162002;0,1430309;0,7609578;-0,1318951;W
838;00:00:31;0;0;0;0,05822921;0,8122362;-0,1379359;1,911751;0,009999931;-0,162002;0,1430063;0,7609006;-0,131843;W
839;00:00:32;0;0;0;0,05814004;0,8122298;-0,1377772;1,911751;0,009999931;-0,162002;0,1430522;0,760925;-0,1318528;W
840;00:00:33;0;0;0;0,05813026;0,8122292;-0,1377773;1,911751;0,009999931;-0,162002;0,1431599;0,7609375;-0,1318665;W
841;00:00:34;0;0;0;0,05806088;0,8121825;-0,1377931;1,911751;0,009999931;-0,162002;0,1430845;0,7609382;-0,1317669;W
842;00:00:35;0;0;0;0,05803847;0,812172;-0,1377669;1,911751;0,009999931;-0,162002;0,1431088;0,7609757;-0,1316277;W
843;00:00:36;0;0;0;0,05799603;0,8121545;-0,1377677;1,911751;0,009999931;-0,162002;0,1429541;0,7610976;-0,1316114;W
844;00:00:38;0;0;0;0,05798411;0,8121132;-0,1377734;1,911751;0,009999931;-0,162002;0,1428681;0,7611544;-0,1316196;W
845;00:00:39;0;0;0;0,05806136;0,812162;-0,1378594;1,911751;0,009999931;-0,162002;0,1427455;0,7611259;-0,1316488;W
846;00:00:40;0;0;0;0,05804634;0,8121698;-0,1378849;1,911751;0,009999931;-0,162002;0,1426658;0,7611255;-0,1315751;W
847;00:00:41;0;0;0;0,05784345;0,8121712;-0,1379557;1,911751;0,009999931;-0,162002;0,1424944;0,7611169;-0,1316136;W
848;00:00:42;0;0;0;0,05797839;0,8122786;-0,137997;1,911751;0,009999931;-0,162002;0,1425487;0,7610775;-0,1316513;W
849;00:00:43;0;0;0;0,0579412;0,8122947;-0,1380062;1,911751;0,009999931;-0,162002;0,1424755;0,7610612;-0,131531;W
850;00:00:44;0;0;0;0,05781794;0,8122099;-0,1379962;1,911751;0,009999931;-0,162002;0,1424497;0,7611983;-0,1312218;W
851;00:00:45;0;0;0;0,05779171;0,8122415;-0,1378845;1,911751;0,009999931;-0,162002;0,1424949;0,7612311;-0,131096;W
852;00:00:46;0;0;0;0,0577457;0,8122225;-0,1378728;1,911751;0,009999931;-0,162002;0,1424157;0,7613183;-0,1308312;W
853;00:00:48;0;0;0;0,0579567;0,8122333;-0,1378149;1,911751;0,009999931;-0,162002;0,1423742;0,7613607;-0,1306679;W
854;00:00:49;0;0;0;0,05792737;0,8122337;-0,137822;1,911751;0,009999931;-0,162002;0,1422675;0,7613761;-0,1305659;W
855;00:00:50;0;0;0;0,05789518;0,8122262;-0,1378454;1,911751;0,009999931;-0,162002;0,1421167;0,7613326;-0,1304769;W
856;00:00:51;0;0;0;0,05768609;0,812172;-0,137924;1,911751;0,009999931;-0,162002;0,1420345;0,7613364;-0,1303375;W
857;00:00:52;0;0;0;0,05775523;0,8122374;-0,1379226;1,911751;0,009999931;-0,162002;0,1419652;0,7614713;-0,1301016;W
858;00:00:53;0;0;0;0,05773282;0,8122752;-0,1379639;1,911751;0,009999931;-0,162002;0,1417697;0,7616205;-0,1297724;W
859;00:00:54;0;0;0;0,0577302;0,8122686;-0,1379765;1,911751;0,009999931;-0,162002;0,1414574;0,7618716;-0,1294141;W
860;00:00:55;0;0;0;0,05779648;0,8123935;-0,137977;1,911751;0,009999931;-0,162002;0,1410017;0,7621505;-0,1289193;W
861;00:00:57;0;0;0;0,05772281;0,812478;-0,1380102;1,911751;0,009999931;-0,162002;0,1404872;0,7623899;-0,1284503;W
862;00:00:58;0;0;0;0,05761933;0,8125804;-0,1380672;1,911751;0,009999931;-0,162002;0,1398257;0,7625952;-0,1278175;W
863;00:00:59;0;0;0;0,05750155;0,8127758;-0,1380447;1,911751;0,009999931;-0,162002;0,1385745;0,7628157;-0,127187;W
864;00:00:60;0;0;0;0,05736566;0,812973;-0,1380111;1,911751;0,009999931;-0,162002;0,1370768;0,7629051;-0,1265543;W
865;00:00:61;0;0;0;0,05702806;0,8132271;-0,1378275;1,911751;0,009999931;-0,162002;0,1355438;0,7627738;-0,125335;W
866;00:00:62;0;0;0;0,05684471;0,8134882;-0,1377065;1,911751;0,009999931;-0,162002;0,1344763;0,7624943;-0,12413;W
867;00:00:63;0;0;0;0,05666852;0,8137596;-0,1375052;1,911751;0,009999931;-0,162002;0,1340633;0,7619811;-0,1227258;W
868;00:00:64;0;0;0;0,05628991;0,8139361;-0,1373307;1,911751;0,009999931;-0,162002;0,1337308;0,761425;-0,1213475;W
869;00:00:65;0;0;0;0,05628967;0,8142133;-0,1370022;1,911751;0,009999931;-0,162002;0,1332579;0,7606409;-0,1200724;W
870;00:00:67;0;0;0;0,05624056;0,8144022;-0,1366862;1,911751;0,009999931;-0,162002;0,1326968;0,7596496;-0,1191299;W
871;00:00:68;0;0;0;0,05640626;0,8145531;-0,1362968;1,911751;0,009999931;-0,162002;0,1319479;0,7586341;-0,1184337;W
872;00:00:69;0;0;0;0,05648637;0,8146341;-0,1359069;1,911751;0,009999931;-0,162002;0,1307316;0,7573383;-0,1179726;W
873;00:00:70;0;0;0;0,0566237;0,8146934;-0,1355063;1,911751;0,009999931;-0,162002;0,12951;0,756014;-0,1176187;W
874;00:00:71;0;0;0;0,05673671;0,8146645;-0,1349626;1,911751;0,009999931;-0,162002;0,1285437;0,7544241;-0,1177474;W
875;00:00:72;0;0;0;0,05702996;0,8146949;-0,1344438;1,911751;0,009999931;-0,162002;0,1283604;0,7523725;-0,1187015;W
876;00:00:73;0;0;0;0,05730557;0,8146581;-0,1339238;1,911751;0,009999931;-0,162002;0,1280885;0,7504404;-0,1195465;W
877;00:00:74;0;0;0;0,05713463;0,8144457;-0,133291;1,911751;0,009999931;-0,162002;0,1280692;0,7486331;-0,120378;W
878;00:00:76;0;0;0;0,05741882;0,8142113;-0,132725;1,911751;0,009999931;-0,162002;0,1281116;0,7473276;-0,1212084;W
879;00:00:77;0;0;0;0,0576818;0,8138894;-0,1322195;1,911751;0,009999931;-0,162002;0,1284481;0,7465265;-0,1220519;W
880;00:00:78;0;0;0;0,05761099;0,8133656;-0,1318712;1,911751;0,009999931;-0,162002;0,1287062;0,746034;-0,1225344;W
881;00:00:79;0;0;0;0,05778885;0,81306;-0,1315875;1,911751;0,009999931;-0,162002;0,1290164;0,7459029;-0,1232367;W
882;00:00:80;0;0;0;0,05787802;0,8127777;-0,1315273;1,911751;0,009999931;-0,162002;0,1297129;0,746384;-0,1238656;W
883;00:00:81;0;0;0;0,05761147;0,812465;-0,1316421;1,911751;0,009999931;-0,162002;0,13033;0,7470363;-0,1241864;W
884;00:00:82;0;0;0;0,05748749;0,8124397;-0,1319323;1,911751;0,009999931;-0,162002;0,1318311;0,749052;-0,1238777;W
885;00:00:83;0;0;0;0,05731869;0,8124719;-0,1322262;1,911751;0,009999931;-0,162002;0,1332247;0,7514975;-0,1232668;W
886;00:00:84;0;0;0;0,05692005;0,8123959;-0,1326621;1,911751;0,009999931;-0,162002;0,1337526;0,7547404;-0,1221699;W
887;00:00:86;0;0;0;0,05642724;0,812553;-0,1331967;1,911751;0,009999931;-0,162002;0,1341975;0,7584436;-0,1211521;W
888;00:00:87;0;0;0;0,05592799;0,8127695;-0,1337584;1,911751;0,009999931;-0,162002;0,1338699;0,7619959;-0,119903;W
889;00:00:88;0;0;0;0,05516195;0,8130645;-0,1345641;1,911751;0,009999931;-0,162002;0,1327193;0,7659513;-0,1187769;W
890;00:00:89;0;0;0;0,05450153;0,8135336;-0,1352106;1,911751;0,009999931;-0,162002;0,1313364;0,7696781;-0,1180519;W
891;00:00:90;0;0;0;0,05372715;0,8141298;-0,1358542;1,911751;0,009999931;-0,162002;0,1308472;0,7727613;-0,1185214;W
892;00:00:91;0;0;0;0,05292034;0,8146774;-0,1365466;1,911751;0,009999931;-0,162002;0,1306856;0,7752372;-0,1193691;W
893;00:00:92;0;0;0;0,052068;0,8152472;-0,1371334;1,911751;0,009999931;-0,162002;0,1301891;0,7771198;-0,1208269;N
894;00:00:93;0;0;0;0,05119777;0,815724;-0,1376363;1,911751;0,009999931;-0,162002;0,1290818;0,778388;-0,1226807;N
895;00:00:94;0;0;0;0,05058503;0,8161429;-0,1381993;1,911751;0,009999931;-0,162002;0,1272289;0,7794738;-0,1244507;N
896;00:00:96;0;0;0;0,05000997;0,8162166;-0,1384121;1,911751;0,009999931;-0,162002;0,1243584;0,7798753;-0,1268795;N
897;00:00:97;0;0;0;0,04966807;0,8161018;-0,1385483;1,911751;0,009999931;-0,162002;0,1210733;0,7799994;-0,1292948;N
898;00:00:98;0;0;0;0,04967642;0,8158354;-0,1385757;1,911751;0,009999931;-0,162002;0,1171009;0,7792472;-0,131846;N
899;00:00:99;0;0;0;0,05002427;0,8155103;-0,1385536;1,911751;0,009999931;-0,162002;0,1147004;0,7774691;-0,134876;N
900;00:01:00;0;0;0;0,05051923;0,8153101;-0,1385313;1,911751;0,009999931;-0,162002;0,1136995;0,7754553;-0,1379337;N
901;00:01:01;0;0;0;0,05125189;0,8151484;-0,1383719;1,911751;0,009999931;-0,162002;0,113363;0,7726628;-0,1409839;N
902;00:01:02;0;0;0;0,05198145;0,8150188;-0,138233;1,911751;0,009999931;-0,162002;0,1128438;0,769626;-0,1442297;N
903;00:01:03;0;0;0;0,05280828;0,8148234;-0,1379839;1,911751;0,009999931;-0,162002;0,1129434;0,7657267;-0,147318;N
904;00:01:05;0;0;0;0,05353808;0,8145217;-0,1375361;1,911751;0,009999931;-0,162002;0,1127814;0,761838;-0,1500269;N
905;00:01:06;0;0;0;0,05430627;0,8141692;-0,1370877;1,911751;0,009999931;-0,162002;0,1121318;0,7578327;-0,1527004;N
906;00:01:07;0;0;0;0,0547235;0,8135934;-0,1366269;1,911751;0,009999931;-0,162002;0,1099532;0,7533855;-0,1562066;N
907;00:01:08;0;0;0;0,05567718;0,8134844;-0,1356788;1,911751;0,009999931;-0,162002;0,1070441;0,7485455;-0,1599581;N
908;00:01:09;0;0;0;0,05633068;0,8130338;-0,134866;1,911751;0,009999931;-0,162002;0,1030179;0,7431054;-0,1633886;N
909;00:01:10;0;0;0;0,05694938;0,8125271;-0,1339005;1,911751;0,009999931;-0,162002;0,09923722;0,73737;-0,1667208;N
910;00:01:11;0;0;0;0,05752873;0,8118555;-0,1326953;1,911751;0,009999931;-0,162002;0,09573831;0,7317072;-0,1695186;N
911;00:01:12;0;0;0;0,0582664;0,8111029;-0,1311621;1,911751;0,009999931;-0,162002;0,09259079;0,7260762;-0,171839;N
912;00:01:14;0;0;0;0,05909491;0,8103235;-0,1295879;1,911751;0,009999931;-0,162002;0,09007121;0,7199671;-0,1742436;N
913;00:01:15;0;0;0;0,05978251;0,8095021;-0,1278241;1,911751;0,009999931;-0,162002;0,08874107;0,7127959;-0,1775702;N
914;00:01:16;0;0;0;0,06089902;0,8088428;-0,126154;1,911751;0,009999931;-0,162002;0,08832604;0,7046859;-0,1815435;N
915;00:01:17;0;0;0;0,0615809;0,8078709;-0,1246298;1,911751;0,009999931;-0,162002;0,08867493;0,6963825;-0,185889;N
916;00:01:18;0;0;0;0,06318569;0,8073172;-0,1225783;1,911751;0,009999931;-0,162002;0,09051139;0,6876965;-0,1902549;N
917;00:01:19;0;0;0;0,06468439;0,8066242;-0,1207158;1,911751;0,009999931;-0,162002;0,09252527;0,6790764;-0,1947577;N
918;00:01:20;0;0;0;0,06572771;0,8056348;-0,1190711;1,911751;0,009999931;-0,162002;0,09409039;0,6699972;-0,1996955;N
919;00:01:21;0;0;0;0,06730413;0,8050942;-0,1172475;1,911751;0,009999931;-0,162002;0,09603936;0,6601655;-0,2053269;N
920;00:01:22;0;0;0;0,06878257;0,8044758;-0,1157448;1,911751;0,009999931;-0,162002;0,09783917;0,6502026;-0,2106057;N
921;00:01:24;0;0;0;0,07028723;0,8036571;-0,1142965;1,911751;0,009999931;-0,162002;0,1000951;0,6401202;-0,2158087;N
922;00:01:25;0;0;0;0,07154584;0,8030923;-0,1128701;1,911751;0,009999931;-0,162002;0,1025449;0,6312171;-0,2207121;N
923;00:01:26;0;0;0;0,07278609;0,8024932;-0,1112375;1,911751;0,009999931;-0,162002;0,1044053;0,6229197;-0,2252911;N
924;00:01:27;0;0;0;0,07400703;0,8017045;-0,1095088;1,911751;0,009999931;-0,162002;0,1059309;0,6154361;-0,2296646;N
925;00:01:28;0;0;0;0,07481408;0,8008741;-0,1081338;1,911751;0,009999931;-0,162002;0,1069982;0,6079742;-0,2338299;N
926;00:01:29;0;0;0;0,07560611;0,8003108;-0,1065403;1,911751;0,009999931;-0,162002;0,1080369;0,6009015;-0,2372978;N
927;00:01:30;0;0;0;0,07640052;0,7997914;-0,105107;1,911751;0,009999931;-0,162002;0,1090446;0,5938027;-0,2400718;N
928;00:01:31;0;0;0;0,07660127;0,7990837;-0,1039773;1,911751;0,009999931;-0,162002;0,1103773;0,5873357;-0,2413505;N
929;00:01:32;0;0;0;0,07726026;0,7987407;-0,1026185;1,911751;0,009999931;-0,162002;0,1121732;0,5812267;-0,2418094;N
930;00:01:34;0;0;0;0,07783532;0,798097;-0,1014145;1,911751;0,009999931;-0,162002;0,1138924;0,5756639;-0,2409626;N
931;00:01:35;0;0;0;0,07751584;0,797447;-0,1006677;1,911751;0,009999931;-0,162002;0,1146803;0,5712917;-0,2388962;N
932;00:01:36;0;0;0;0,07805109;0,7972445;-0,09971721;1,911751;0,009999931;-0,162002;0,1152169;0,5667804;-0,2376039;N
933;00:01:37;0;0;0;0,07847381;0,7970256;-0,09909625;1,911751;0,009999931;-0,162002;0,1153029;0,5625837;-0,2361237;N
934;00:01:38;0;0;0;0,07816625;0,7966003;-0,09886552;1,911751;0,009999931;-0,162002;0,1148435;0,5588863;-0,2343311;N
935;00:01:39;0;0;0;0,07857013;0,7966049;-0,0985036;1,911751;0,009999931;-0,162002;0,1146752;0,5546145;-0,2327483;N
936;00:01:40;0;0;0;0,07872391;0,7966368;-0,0984524;1,911751;0,009999931;-0,162002;0,1142594;0,5497132;-0,2317126;N
937;00:01:41;0;0;0;0,0783844;0,7962891;-0,09857841;1,911751;0,009999931;-0,162002;0,1143575;0,5448828;-0,2302872;N
938;00:01:43;0;0;0;0,07848191;0,79631;-0,09863903;1,911751;0,009999931;-0,162002;0,114027;0,5396039;-0,2299213;N
939;00:01:44;0;0;0;0,07839537;0,7959732;-0,09875377;1,911751;0,009999931;-0,162002;0,1137458;0,5349818;-0,2295733;N
940;00:01:45;0;0;0;0,07781243;0,795485;-0,09901448;1,911751;0,009999931;-0,162002;0,1130437;0,5309315;-0,2299846;N
941;00:01:46;0;0;0;0,0777843;0,7952628;-0,09894855;1,911751;0,009999931;-0,162002;0,1119077;0,5273541;-0,2306675;N
942;00:01:47;0;0;0;0,07741785;0,7949918;-0,09911694;1,911751;0,009999931;-0,162002;0,1108638;0,5231045;-0,2313457;N
943;00:01:48;0;0;0;0,07648945;0,7943231;-0,09934343;1,911751;0,009999931;-0,162002;0,1107379;0,517815;-0,2323964;N
944;00:01:49;0;0;0;0,07648039;0,7941871;-0,09947558;1,911751;0,009999931;-0,162002;0,1108629;0,5121564;-0,2332255;N
945;00:01:50;0;0;0;0,07644892;0,7941089;-0,09965952;1,911751;0,009999931;-0,162002;0,1112872;0,506561;-0,233638;N
946;00:01:51;0;0;0;0,0758667;0,7935252;-0,09976514;1,911751;0,009999931;-0,162002;0,1114899;0,5010502;-0,2337022;N
947;00:01:53;0;0;0;0,07602286;0,7933393;-0,09985025;1,911751;0,009999931;-0,162002;0,1123847;0,4945914;-0,2338853;N
948;00:01:54;0;0;0;0,0763371;0,793091;-0,09996064;1,911751;0,009999931;-0,162002;0,1137062;0,4868392;-0,2340974;N
949;00:01:55;0;0;0;0,07594872;0,7923215;-0,100178;1,911751;0,009999931;-0,162002;0,1137775;0,4801582;-0,2343872;N
950;00:01:56;0;0;0;0,07612944;0,7919165;-0,1000455;1,911751;0,009999931;-0,162002;0,1132444;0,474503;-0,2348797;N
951;00:01:57;0;0;0;0,07644868;0,7916247;-0,09976257;1,911751;0,009999931;-0,162002;0,1125175;0,4688539;-0,2354726;N
952;00:01:58;0;0;0;0,0759778;0,7908846;-0,09956504;1,911751;0,009999931;-0,162002;0,1124824;0,462522;-0,2359784;N
953;00:01:59;0;0;0;0,07620287;0,7905592;-0,09930517;1,911751;0,009999931;-0,162002;0,1125125;0,4559561;-0,2357469;N
954;00:01:60;0;0;0;0,07666802;0,7904825;-0,09885891;1,911751;0,009999931;-0,162002;0,1128639;0,4492958;-0,2349553;N
955;00:01:62;0;0;0;0,07621169;0,7897659;-0,0985368;1,911751;0,009999931;-0,162002;0,1133165;0,4422638;-0,2335112;N
956;00:01:63;0;0;0;0,07652879;0,789467;-0,09813412;1,911751;0,009999931;-0,162002;0,1135768;0,434613;-0,2321851;N
957;00:01:64;0;0;0;0,07796454;0,7897677;-0,09749617;1,911751;0,009999931;-0,162002;0,1135946;0,4245388;-0,2303122;N
958;00:01:65;0;0;0;0,07705736;0,7904891;-0,09615488;1,911751;0,009999931;-0,162002;0,1205922;0,4182849;-0,2268627;N
959;00:01:66;0;0;0;0,07741475;0,7909161;-0,09592648;1,911751;0,009999931;-0,162002;0,1229894;0,4068408;-0,2227341;N
960;00:01:67;0;0;0;0,07898283;0,791577;-0,09534355;1,911751;0,009999931;-0,162002;0,1239671;0,3954866;-0,2185099;N
961;00:01:68;0;0;0;0,07869601;0,7915809;-0,09505673;1,911751;0,009999931;-0,162002;0,124703;0,3848947;-0,2140822;N
962;00:01:69;0;0;0;0,07912588;0,7920762;-0,09455128;1,911751;0,009999931;-0,162002;0,1260448;0,37477;-0,2108553;N
963;00:01:70;0;0;0;0,08046341;0,7931935;-0,0940019;1,911751;0,009999931;-0,162002;0,1280336;0,3632698;-0,2082117;N
964;00:01:72;0;0;0;0,08011889;0,7933257;-0,09381963;1,911751;0,009999931;-0,162002;0,1299248;0,3523451;-0,2054747;N
965;00:01:73;0;0;0;0,08057308;0,7939053;-0,09351493;1,911751;0,009999931;-0,162002;0,1316453;0,3427884;-0,2033029;N
966;00:01:74;0;0;0;0,08103752;0,7947711;-0,09321459;1,911751;0,009999931;-0,162002;0,1324024;0,3340655;-0,2022286;N
967;00:01:75;0;0;0;0,08071017;0,7949875;-0,09307636;1,911751;0,009999931;-0,162002;0,1336534;0,3236624;-0,2007098;N
968;00:01:76;0;0;0;0,08125162;0,7956801;-0,09304984;1,911751;0,009999931;-0,162002;0,1347344;0,3126458;-0,1992624;N
969;00:01:77;0;0;0;0,08256459;0,7970765;-0,09274454;1,911751;0,009999931;-0,162002;0,1362027;0,3027621;-0,1981981;N
970;00:01:78;0;0;0;0,08196759;0,7971979;-0,09289183;1,911751;0,009999931;-0,162002;0,1371552;0,2931894;-0,1969232;N
971;00:01:79;0;0;0;0,08188152;0,7977234;-0,0927877;1,911751;0,009999931;-0,162002;0,1379389;0,2868757;-0,1957722;N
972;00:01:81;0;0;0;0,08247733;0,7987643;-0,09214373;1,911751;0,009999931;-0,162002;0,1390582;0,282606;-0,1949794;N
973;00:01:82;0;0;0;0,08090043;0,7984768;-0,09178586;1,911751;0,009999931;-0,162002;0,1406178;0,2790877;-0,1932027;N
974;00:01:83;0;0;0;0,08042669;0,7986978;-0,09121688;1,911751;0,009999931;-0,162002;0,1428857;0,2738932;-0,1908667;N
975;00:01:84;0;0;0;0,08111858;0,7990254;-0,09044679;1,911751;0,009999931;-0,162002;0,1448037;0,2657899;-0,1881866;N
976;00:01:85;0;0;0;0,08049917;0,798649;-0,09025814;1,911751;0,009999931;-0,162002;0,1463866;0,2564092;-0,1860933;N
977;00:01:86;0;0;0;0,0803709;0,7985805;-0,08982588;1,911751;0,009999931;-0,162002;0,1473363;0,2478599;-0,1848117;N
978;00:01:87;0;0;0;0,0811522;0,7986318;-0,08914824;1,911751;0,009999931;-0,162002;0,1475282;0,2391542;-0,1847903;N
979;00:01:88;0;0;0;0,08038211;0,7982813;-0,08879139;1,911751;0,009999931;-0,162002;0,1485765;0,2303845;-0,1850415;N
980;00:01:89;0;0;0;0,08007121;0,798135;-0,08840628;1,911751;0,009999931;-0,162002;0,1493629;0,2223332;-0,1856823;N
981;00:01:91;0;0;0;0,08112168;0,798529;-0,08755071;1,911751;0,009999931;-0,162002;0,1499123;0,2156689;-0,1863066;N
982;00:01:92;0;0;0;0,08058167;0,798076;-0,08698596;1,911751;0,009999931;-0,162002;0,1503175;0,2090564;-0,1868246;N
983;00:01:93;0;0;0;0,08042717;0,7977608;-0,08631416;1,911751;0,009999931;-0,162002;0,1500266;0,2021461;-0,1876433;N
984;00:01:94;0;0;0;0,08190846;0,798152;-0,08515526;1,911751;0,009999931;-0,162002;0,1495591;0,1947176;-0,1882705;N
985;00:01:95;0;0;0;0,08180261;0,7976647;-0,08433636;1,911751;0,009999931;-0,162002;0,1490803;0,1874066;-0,1881987;N
986;00:01:96;0;0;0;0,08185744;0,7972019;-0,08339681;1,911751;0,009999931;-0,162002;0,1482905;0,1794605;-0,1881633;N
987;00:01:97;0;0;0;0,08399034;0,7977511;-0,08183809;1,911751;0,009999931;-0,162002;0,1482446;0,1709111;-0,1885297;N
988;00:01:98;0;0;0;0,0836997;0,7973152;-0,08087547;1,911751;0,009999931;-0,162002;0,1481975;0,1628384;-0,1892398;N
989;00:01:99;0;0;0;0,08345509;0,797057;-0,07989223;1,911751;0,009999931;-0,162002;0,1484575;0,1558632;-0,1907385;N
