246651;45:58:40;0;0;0;-1,98935;0,8474698;-0,2138839;0;0;0
246652;45:58:41;0;0;0;-1,989342;0,8474699;-0,2138868;0;0;0
246653;45:58:42;0;0;0;-1,989575;0,8474311;-0,2139799;0;0;0
246654;45:58:43;0;0;0;-1,989498;0,8474619;-0,2140107;0;0;0
246655;45:58:44;0;0;0;-1,98949;0,8474729;-0,2140024;0;0;0
246656;45:58:45;0;0;0;-1,989631;0,8474796;-0,2140704;0;0;0
246657;45:58:46;0;0;0;-1,989553;0,8475046;-0,2140594;0;0;0
246658;45:58:47;0;0;0;-1,98955;0,8475338;-0,2140499;0;0;0
246659;45:58:48;0;0;0;-1,989368;0,8475562;-0,2139609;0;0;0
246660;45:58:50;0;0;0;-1,989259;0,8476058;-0,2139798;0;0;0
246661;45:58:51;0;0;0;-1,989246;0,8476049;-0,213972;0;0;0
246662;45:58:52;0;0;0;-1,989517;0,847508;-0,2140891;0;0;0
246663;45:58:53;0;0;0;-1,989438;0,8475614;-0,2140543;0;0;0
246664;45:58:54;0;0;0;-1,989438;0,8475733;-0,2140574;0;0;0
246665;45:58:55;0;0;0;-1,98944;0,8475761;-0,2140622;0;0;0
246666;45:58:56;0;0;0;-1,989352;0,8476236;-0,2139605;0;0;0
246667;45:58:57;0;0;0;-1,989331;0,847638;-0,2139565;0;0;0
246668;45:58:59;0;0;0;-1,989416;0,8475513;-0,2139893;0;0;0
246669;45:58:60;0;0;0;-1,989329;0,8476008;-0,2139769;0;0;0
246670;45:58:61;0;0;0;-1,989302;0,8475962;-0,2139805;0;0;0
246671;45:58:62;0;0;0;-1,989198;0,8476127;-0,2139565;0;0;0
246672;45:58:63;0;0;0;-1,989089;0,8476855;-0,2139611;0;0;0
246673;45:58:64;0;0;0;-1,989082;0,8476872;-0,213963;0;0;0
246674;45:58:65;0;0;0;-1,989089;0,8476709;-0,2139753;0;0;0
246675;45:58:66;0;0;0;-1,989038;0,8476925;-0,2138116;0;0;0
246676;45:58:67;0;0;0;-1,989019;0,8477305;-0,2137954;0;0;0
246677;45:58:69;0;0;0;-1,989215;0,8477069;-0,2138783;0;0;0
246678;45:58:70;0;0;0;-1,989174;0,8477256;-0,2137874;0;0;0
246679;45:58:71;0;0;0;-1,989156;0,8477376;-0,2137799;0;0;0
246680;45:58:72;0;0;0;-1,98899;0,8476971;-0,21371;0;0;0
246681;45:58:73;0;0;0;-1,988887;0,8477582;-0,2135525;0;0;0
246682;45:58:74;0;0;0;-1,988883;0,8477784;-0,2135209;0;0;0
246683;45:58:75;0;0;0;-1,989085;0,847741;-0,2135928;0;0;0
