Frame ID; Time; Collision Count; Red Mushroom Count; Brown Mushroom Count; RL Position X; RL Position Y; RL Position Z; Game Position X; Game Position Y; Game Position Z; Navigation State
37;00:00:60;0;0;0;-2,003755;1,125957;0,07841015;0;0;0;nothing
38;00:00:61;0;0;0;-2,00409;1,125923;0,0784151;0;0;0;nothing
39;00:00:62;0;0;0;-2,004086;1,125974;0,07862312;0;0;0;nothing
40;00:00:63;0;0;0;-2,001222;1,127206;0,07974029;0;0;0;nothing
41;00:00:64;0;0;0;-2,001447;1,127132;0,07963055;0;0;0;nothing
42;00:00:65;0;0;0;-2,016217;1,121309;0,07506722;0;0;0;nothing
43;00:00:66;0;0;0;-2,015898;1,121468;0,07530069;0;0;0;nothing
44;00:00:68;0;0;0;-2,016205;1,121285;0,07496476;0;0;0;nothing
45;00:00:69;0;0;0;-1,979395;1,135523;0,08592844;0;0;0;nothing
46;00:00:70;0;0;0;-1,978481;1,135739;0,08640289;0;0;0;nothing
47;00:00:71;0;0;0;-1,978235;1,135697;0,0863511;0;0;0;nothing
48;00:00:72;0;0;0;-1,978938;1,13515;0,08598685;0;0;0;nothing
49;00:00:73;0;0;0;-1,978419;1,135136;0,08612871;0;0;0;nothing
50;00:00:74;0;0;0;-1,978197;1,134971;0,08578235;0;0;0;nothing
51;00:00:75;0;0;0;-1,998222;1,126961;0,07923353;0;0;0;nothing
52;00:00:77;0;0;0;-2,00225;1,125133;0,07808739;0;0;0;nothing
53;00:00:78;0;0;0;-2,002125;1,124995;0,07760549;0;0;0;nothing
54;00:00:79;0;0;0;-2,009955;1,121362;0,07475096;0;0;0;nothing
55;00:00:80;0;0;0;-2,010634;1,120844;0,07416111;0;0;0;nothing
56;00:00:81;0;0;0;-2,010381;1,1207;0,07369101;0;0;0;nothing
57;00:00:82;0;0;0;-2,014521;1,118474;0,07173866;0;0;0;nothing
58;00:00:83;0;0;0;-2,014257;1,118307;0,07093436;0;0;0;nothing
59;00:00:84;0;0;0;-2,01393;1,118095;0,07028341;0;0;0;nothing
60;00:00:85;0;0;0;-2,01635;1,11645;0,06881434;0;0;0;nothing
61;00:00:87;0;0;0;-2,015943;1,116236;0,06818116;0;0;0;nothing
62;00:00:88;0;0;0;-2,015599;1,116027;0,06753933;0;0;0;nothing
63;00:00:89;0;0;0;-2,016915;1,114933;0,06628126;0;0;0;nothing
64;00:00:90;0;0;0;-2,016589;1,114679;0,0653711;0;0;0;nothing
65;00:00:91;0;0;0;-2,016304;1,114443;0,06459492;0;0;0;nothing
66;00:00:92;0;0;0;-2,022642;1,111153;0,06177777;0;0;0;nothing
67;00:00:94;0;0;0;-2,022019;1,111249;0,06112909;0;0;0;nothing
68;00:00:95;0;0;0;-2,022069;1,111092;0,06047493;0;0;0;nothing
69;00:00:96;0;0;0;-2,024673;1,109224;0,0589062;0;0;0;nothing
70;00:00:97;0;0;0;-2,02464;1,108948;0,05814427;0;0;0;nothing
71;00:00:98;0;0;0;-2,024602;1,108691;0,0573169;0;0;0;nothing
72;00:00:99;0;0;0;-2,027126;1,107159;0,05561912;0;0;0;nothing
73;00:01:00;0;0;0;-2,027136;1,106897;0,05480349;0;0;0;nothing
74;00:01:02;0;0;0;-2,028774;1,105829;0,0534476;0;0;0;walking
75;00:01:03;0;0;0;-2,028309;1,105581;0,05260819;0;0;0;walking
76;00:01:04;0;0;0;-2,028276;1,10506;0,05171144;0;0;0;walking
77;00:01:05;0;0;0;-2,028244;1,104465;0,05077958;0;0;0;walking
78;00:01:06;0;0;0;-2,028987;1,10346;0,04951489;0;0;0;walking
79;00:01:07;0;0;0;-2,029088;1,102917;0,04833341;0;0;0;walking
80;00:01:08;0;0;0;-2,029357;1,103079;0,04794663;0;0;0;walking
81;00:01:09;0;0;0;-2,02965;1,103411;0,04785514;0;0;0;walking
82;00:01:11;0;0;0;-2,030267;1,104487;0,04784226;0;0;0;walking
83;00:01:12;0;0;0;-2,030608;1,104866;0,0471074;0;0;0;walking
84;00:01:13;0;0;0;-2,029833;1,104823;0,04633635;0;0;0;walking
85;00:01:14;0;0;0;-2,030009;1,104518;0,04531842;0;0;0;walking
86;00:01:15;0;0;0;-2,029702;1,104689;0,04468191;0;0;0;walking
87;00:01:16;0;0;0;-2,030228;1,104458;0,04408711;0;0;0;walking
88;00:01:17;0;0;0;-2,030694;1,104298;0,04331768;0;0;0;walking
89;00:01:18;0;0;0;-2,03023;1,104625;0,04288214;0;0;0;walking
90;00:01:19;0;0;0;-2,030448;1,104716;0,0423525;0;0;0;walking
91;00:01:21;0;0;0;-2,030834;1,104738;0,0418331;0;0;0;walking
92;00:01:22;0;0;0;-2,030385;1,10536;0,04176193;0;0;0;walking
93;00:01:23;0;0;0;-2,03072;1,105443;0,0413987;0;0;0;walking
94;00:01:24;0;0;0;-2,031146;1,105361;0,04099685;0;0;0;walking
95;00:01:25;0;0;0;-2,030567;1,105707;0,04087234;0;0;0;walking
96;00:01:26;0;0;0;-2,030887;1,105672;0,04059845;0;0;0;walking
97;00:01:27;0;0;0;-2,031338;1,105545;0,04010439;0;0;0;walking
98;00:01:28;0;0;0;-2,030724;1,105862;0,03995222;0;0;0;walking
99;00:01:29;0;0;0;-2,03109;1,105776;0,03943324;0;0;0;walking
100;00:01:31;0;0;0;-2,031525;1,105678;0,03905994;0;0;0;walking
101;00:01:32;0;0;0;-2,030287;1,106203;0,0392589;0;0;0;walking
102;00:01:33;0;0;0;-2,030887;1,106026;0,03859401;0;0;0;walking
103;00:01:34;0;0;0;-2,031338;1,105979;0,03818691;0;0;0;walking
104;00:01:35;0;0;0;-2,030155;1,106511;0,03826958;0;0;0;walking
105;00:01:36;0;0;0;-2,031077;1,106274;0,03753537;0;0;0;walking
106;00:01:37;0;0;0;-2,031476;1,106294;0,03718263;0;0;0;walking
107;00:01:38;0;0;0;-2,023209;1,109575;0,03959686;0;0;0;walking
108;00:01:40;0;0;0;-2,02375;1,109378;0,03934735;0;0;0;walking
109;00:01:41;0;0;0;-2,024078;1,1093;0,0391382;0;0;0;walking
110;00:01:42;0;0;0;-2,019818;1,111127;0,0403586;0;0;0;walking
111;00:01:43;0;0;0;-2,020191;1,111054;0,0402444;0;0;0;walking
112;00:01:44;0;0;0;-2,020424;1,110973;0,04012609;0;0;0;walking
113;00:01:45;0;0;0;-2,018;1,112077;0,04082566;0;0;0;walking
114;00:01:46;0;0;0;-2,018297;1,11198;0,04070407;0;0;0;walking
115;00:01:47;0;0;0;-2,018505;1,111927;0,04062986;0;0;0;walking
116;00:01:49;0;0;0;-2,016459;1,112703;0,04127139;0;0;0;walking
117;00:01:50;0;0;0;-2,016571;1,112675;0,04130358;0;0;0;walking
118;00:01:51;0;0;0;-2,016757;1,112611;0,04118639;0;0;0;walking
119;00:01:52;0;0;0;-2,015177;1,113328;0,04160196;0;0;0;walking
120;00:01:53;0;0;0;-2,015217;1,113294;0,04172868;0;0;0;walking
121;00:01:54;0;0;0;-2,015361;1,113192;0,04166311;0;0;0;walking
122;00:01:55;0;0;0;-2,012868;1,114072;0,04243505;0;0;0;walking
123;00:01:56;0;0;0;-2,012828;1,114012;0,04264027;0;0;0;walking
124;00:01:57;0;0;0;-2,012942;1,113821;0,04265404;0;0;0;walking
125;00:01:59;0;0;0;-2,010232;1,114662;0,04355395;0;0;0;walking
126;00:01:60;0;0;0;-2,009933;1,114516;0,04373527;0;0;0;walking
127;00:01:61;0;0;0;-2,009963;1,114144;0,04383832;0;0;0;walking
128;00:01:62;0;0;0;-2,006397;1,115117;0,04507458;0;0;0;walking
129;00:01:63;0;0;0;-2,005891;1,115035;0,04512352;0;0;0;walking
130;00:01:64;0;0;0;-2,005928;1,114745;0,04527593;0;0;0;walking
131;00:01:65;0;0;0;-2,002431;1,115873;0,04652703;0;0;0;walking
132;00:01:66;0;0;0;-2,001941;1,1158;0,04660666;0;0;0;walking
133;00:01:67;0;0;0;-2,001873;1,115588;0,04676211;0;0;0;walking
134;00:01:69;0;0;0;-1,9993;1,116576;0,0476675;0;0;0;walking
135;00:01:70;0;0;0;-1,998666;1,116694;0,04808515;0;0;0;walking
136;00:01:71;0;0;0;-1,99856;1,116539;0,0483737;0;0;0;walking
137;00:01:72;0;0;0;-1,99651;1,117362;0,04925442;0;0;0;walking
138;00:01:73;0;0;0;-1,995888;1,117471;0,04970223;0;0;0;walking
139;00:01:74;0;0;0;-1,995741;1,117355;0,04996651;0;0;0;walking
140;00:01:75;0;0;0;-1,993613;1,118271;0,05088443;0;0;0;walking
141;00:01:77;0;0;0;-1,993002;1,118435;0,05118889;0;0;0;walking
142;00:01:78;0;0;0;-1,992871;1,118398;0,05150324;0;0;0;walking
143;00:01:79;0;0;0;-1,990298;1,119439;0,05254376;0;0;0;walking
144;00:01:80;0;0;0;-1,989625;1,11969;0,0529654;0;0;0;walking
145;00:01:81;0;0;0;-1,989475;1,119718;0,05328941;0;0;0;walking
146;00:01:83;0;0;0;-1,985867;1,121343;0,05468172;0;0;0;walking
147;00:01:83;0;0;0;-1,985667;1,121406;0,05496657;0;0;0;walking
148;00:01:84;0;0;0;-1,98547;1,121474;0,05525798;0;0;0;walking
149;00:01:85;0;0;0;-1,985356;1,121545;0,05560011;0;0;0;walking
150;00:01:86;0;0;0;-1,9806;1,123599;0,05738324;0;0;0;walking
151;00:01:87;0;0;0;-1,980485;1,123697;0,05775499;0;0;0;walking
152;00:01:88;0;0;0;-1,980087;1,124014;0,0582127;0;0;0;walking
153;00:01:89;0;0;0;-1,978488;1,124792;0,05887306;0;0;0;walking
154;00:01:90;0;0;0;-1,978371;1,124902;0,0592047;0;0;0;walking
155;00:01:92;0;0;0;-1,977559;1,125217;0,0597409;0;0;0;walking
156;00:01:93;0;0;0;-1,975654;1,126141;0,06048608;0;0;0;walking
157;00:01:94;0;0;0;-1,97556;1,126249;0,06074482;0;0;0;walking
158;00:01:95;0;0;0;-1,975519;1,126371;0,06096888;0;0;0;walking
159;00:01:96;0;0;0;-1,972544;1,127926;0,06197947;0;0;0;walking
160;00:01:97;0;0;0;-1,97253;1,127924;0,06225556;0;0;0;walking
161;00:01:98;0;0;0;-1,971379;1,128346;0,06291616;0;0;0;walking
162;00:01:99;0;0;0;-1,969116;1,129268;0,06387091;0;0;0;walking
163;00:02:00;0;0;0;-1,969192;1,129089;0,06412303;0;0;0;walking
164;00:02:02;0;0;0;-1,969243;1,128968;0,06434631;0;0;0;walking
165;00:02:03;0;0;0;-1,965668;1,130436;0,0654633;0;0;0;nothing
166;00:02:04;0;0;0;-1,965679;1,130394;0,06559974;0;0;0;nothing
167;00:02:05;0;0;0;-1,965001;1,130789;0,06591916;0;0;0;nothing
168;00:02:06;0;0;0;-1,963945;1,131233;0,06619936;0;0;0;nothing
169;00:02:07;0;0;0;-1,963945;1,131262;0,0662837;0;0;0;nothing
170;00:02:08;0;0;0;-1,96391;1,1315;0,0663811;0;0;0;nothing
171;00:02:09;0;0;0;-1,96358;1,131725;0,06662852;0;0;0;nothing
172;00:02:11;0;0;0;-1,963653;1,131837;0,06668037;0;0;0;nothing
173;00:02:12;0;0;0;-1,96372;1,132009;0,06676877;0;0;0;nothing
174;00:02:13;0;0;0;-1,963902;1,132175;0,06680483;0;0;0;nothing
175;00:02:14;0;0;0;-1,963995;1,132443;0,06681949;0;0;0;nothing
176;00:02:15;0;0;0;-1,963942;1,132733;0,06685609;0;0;0;nothing
177;00:02:16;0;0;0;-1,964541;1,13272;0,06680071;0;0;0;nothing
178;00:02:17;0;0;0;-1,964559;1,133114;0,06694919;0;0;0;nothing
179;00:02:18;0;0;0;-1,965469;1,133216;0,06691247;0;0;0;nothing
180;00:02:19;0;0;0;-1,96628;1,133363;0,06702715;0;0;0;nothing
181;00:02:21;0;0;0;-1,966456;1,133805;0,0672124;0;0;0;nothing
182;00:02:22;0;0;0;-1,967434;1,13405;0,0672186;0;0;0;nothing
183;00:02:23;0;0;0;-1,968377;1,134275;0,06723726;0;0;0;nothing
184;00:02:24;0;0;0;-1,968529;1,134853;0,06749785;0;0;0;nothing
185;00:02:25;0;0;0;-1,969667;1,135028;0,06750184;0;0;0;nothing
186;00:02:26;0;0;0;-1,970866;1,135169;0,0674938;0;0;0;nothing
187;00:02:27;0;0;0;-1,970975;1,13577;0,06780905;0;0;0;nothing
188;00:02:29;0;0;0;-1,972161;1,136163;0,06781071;0;0;0;nothing
189;00:02:30;0;0;0;-1,973605;1,136204;0,06777757;0;0;0;nothing
190;00:02:31;0;0;0;-1,973729;1,13679;0,06805998;0;0;0;nothing
191;00:02:32;0;0;0;-1,974761;1,137016;0,06807435;0;0;0;nothing
192;00:02:33;0;0;0;-1,975919;1,137037;0,0678463;0;0;0;nothing
193;00:02:34;0;0;0;-1,976058;1,137517;0,06808203;0;0;0;nothing
194;00:02:35;0;0;0;-1,977421;1,137631;0,06798208;0;0;0;nothing
195;00:02:37;0;0;0;-1,979;1,137388;0,06796235;0;0;0;nothing
196;00:02:38;0;0;0;-1,979225;1,137652;0,06825739;0;0;0;nothing
197;00:02:39;0;0;0;-1,980521;1,137305;0,0682891;0;0;0;nothing
198;00:02:40;0;0;0;-1,981781;1,136974;0,06823355;0;0;0;nothing
199;00:02:41;0;0;0;-1,982085;1,137033;0,06849873;0;0;0;nothing
200;00:02:42;0;0;0;-1,984056;1,136425;0,06830293;0;0;0;nothing
201;00:02:43;0;0;0;-1,985459;1,135858;0,06802493;0;0;0;nothing
202;00:02:45;0;0;0;-1,985854;1,135758;0,06831086;0;0;0;nothing
203;00:02:46;0;0;0;-1,987645;1,134849;0,06823671;0;0;0;nothing
204;00:02:47;0;0;0;-1,989283;1,134156;0,06829029;0;0;0;nothing
205;00:02:48;0;0;0;-1,98966;1,134034;0,06862575;0;0;0;nothing
206;00:02:49;0;0;0;-1,990699;1,133451;0,06881285;0;0;0;nothing
207;00:02:50;0;0;0;-1,992024;1,132923;0,06903172;0;0;0;nothing
208;00:02:51;0;0;0;-1,992512;1,132756;0,06948608;0;0;0;nothing
209;00:02:52;0;0;0;-1,994312;1,131917;0,06956369;0;0;0;nothing
210;00:02:53;0;0;0;-1,995594;1,131461;0,06986451;0;0;0;nothing
211;00:02:55;0;0;0;-1,996168;1,131346;0,07032299;0;0;0;nothing
212;00:02:56;0;0;0;-1,998531;1,130563;0,07028484;0;0;0;nothing
213;00:02:57;0;0;0;-1,999523;1,130389;0,07060635;0;0;0;nothing
214;00:02:58;0;0;0;-2,000132;1,130442;0,07113105;0;0;0;nothing
215;00:02:59;0;0;0;-2,001737;1,130256;0,07139659;0;0;0;nothing
216;00:02:60;0;0;0;-2,002388;1,130375;0,07191199;0;0;0;nothing
217;00:02:61;0;0;0;-2,003025;1,130524;0,07249051;0;0;0;nothing
218;00:02:62;0;0;0;-2,004335;1,130361;0,07298356;0;0;0;nothing
219;00:02:63;0;0;0;-2,004935;1,130638;0,07362878;0;0;0;nothing
220;00:02:65;0;0;0;-2,005475;1,131023;0,07431859;0;0;0;nothing
221;00:02:66;0;0;0;-2,00655;1,131057;0,07484913;0;0;0;nothing
222;00:02:67;0;0;0;-2,007058;1,131438;0,07554007;0;0;0;nothing
223;00:02:68;0;0;0;-2,007525;1,131857;0,07621831;0;0;0;nothing
224;00:02:69;0;0;0;-2,008554;1,131944;0,07674235;0;0;0;nothing
225;00:02:70;0;0;0;-2,008651;1,132588;0,07763773;0;0;0;nothing
226;00:02:71;0;0;0;-2,008923;1,133173;0,07840878;0;0;0;nothing
227;00:02:72;0;0;0;-2,009098;1,133569;0,07923996;0;0;0;nothing
228;00:02:74;0;0;0;-2,009079;1,134177;0,07981277;0;0;0;nothing
229;00:02:75;0;0;0;-2,009183;1,134732;0,08059299;0;0;0;nothing
230;00:02:76;0;0;0;-2,010292;1,135002;0,08111191;0;0;0;nothing
231;00:02:77;0;0;0;-2,009913;1,135747;0,08201057;0;0;0;nothing
232;00:02:78;0;0;0;-2,009973;1,136314;0,08283883;0;0;0;nothing
233;00:02:79;0;0;0;-2,011063;1,136455;0,083314;0;0;0;nothing
234;00:02:80;0;0;0;-2,011048;1,137079;0,0841921;0;0;0;nothing
235;00:02:81;0;0;0;-2,011032;1,137607;0,08507186;0;0;0;nothing
236;00:02:83;0;0;0;-2,011204;1,13796;0,08554745;0;0;0;nothing
237;00:02:84;0;0;0;-2,011188;1,138437;0,08638895;0;0;0;nothing
238;00:02:85;0;0;0;-2,011204;1,138917;0,08722496;0;0;0;nothing
239;00:02:86;0;0;0;-2,011641;1,139099;0,08777624;0;0;0;nothing
240;00:02:87;0;0;0;-2,011766;1,1395;0,08862656;0;0;0;nothing
241;00:02:88;0;0;0;-2,0119;1,139825;0,08948421;0;0;0;nothing
242;00:02:89;0;0;0;-2,012009;1,140095;0,09042585;0;0;0;nothing
243;00:02:90;0;0;0;-2,012738;1,140175;0,09126401;0;0;0;nothing
244;00:02:91;0;0;0;-2,013014;1,140451;0,09227991;0;0;0;nothing
245;00:02:93;0;0;0;-2,013662;1,140468;0,09336632;0;0;0;nothing
246;00:02:94;0;0;0;-2,01393;1,14073;0,09441531;0;0;0;nothing
247;00:02:95;0;0;0;-2,014175;1,141006;0,09547192;0;0;0;nothing
248;00:02:96;0;0;0;-2,014923;1,141116;0,09640449;0;0;0;nothing
249;00:02:97;0;0;0;-2,01519;1,141432;0,09755993;0;0;0;nothing
250;00:02:98;0;0;0;-2,015469;1,141773;0,09869891;0;0;0;nothing
251;00:02:99;0;0;0;-2,016121;1,141786;0,09976858;0;0;0;nothing
252;00:03:00;0;0;0;-2,016408;1,142096;0,100879;0;0;0;nothing
253;00:03:02;0;0;0;-2,016687;1,142319;0,1019655;0;0;0;nothing
254;00:03:03;0;0;0;-2,017124;1,14227;0,1030102;0;0;0;nothing
255;00:03:04;0;0;0;-2,01735;1,142485;0,1040608;0;0;0;nothing
256;00:03:05;0;0;0;-2,017572;1,142702;0,1050911;0;0;0;nothing
257;00:03:06;0;0;0;-2,01808;1,142617;0,105976;0;0;0;nothing
258;00:03:07;0;0;0;-2,018232;1,142726;0,1069092;0;0;0;nothing
259;00:03:08;0;0;0;-2,018346;1,142866;0,1077494;0;0;0;nothing
260;00:03:09;0;0;0;-2,018663;1,142873;0,1086527;0;0;0;nothing
261;00:03:10;0;0;0;-2,018659;1,143039;0,1094847;0;0;0;nothing
262;00:03:12;0;0;0;-2,018662;1,143238;0,110294;0;0;0;nothing
263;00:03:13;0;0;0;-2,018953;1,143143;0,1108977;0;0;0;nothing
264;00:03:14;0;0;0;-2,018892;1,143325;0,1116484;0;0;0;nothing
265;00:03:15;0;0;0;-2,018932;1,143422;0,1122966;0;0;0;nothing
266;00:03:16;0;0;0;-2,019172;1,143434;0,1127704;0;0;0;nothing
267;00:03:17;0;0;0;-2,01914;1,1436;0,1133045;0;0;0;nothing
268;00:03:18;0;0;0;-2,019218;1,143675;0,1138153;0;0;0;nothing
269;00:03:19;0;0;0;-2,019384;1,143743;0,1143767;0;0;0;nothing
270;00:03:20;0;0;0;-2,019313;1,143928;0,1148964;0;0;0;nothing
271;00:03:22;0;0;0;-2,019221;1,144118;0,1154347;0;0;0;nothing
272;00:03:23;0;0;0;-2,019253;1,144183;0,1160437;0;0;0;nothing
273;00:03:24;0;0;0;-2,01921;1,144338;0,1165242;0;0;0;nothing
274;00:03:25;0;0;0;-2,019185;1,14443;0,1169594;0;0;0;nothing
275;00:03:26;0;0;0;-2,019366;1,144408;0,1171769;0;0;0;nothing
276;00:03:27;0;0;0;-2,019378;1,144458;0,1176139;0;0;0;nothing
277;00:03:28;0;0;0;-2,019601;1,144489;0,1179592;0;0;0;nothing
278;00:03:29;0;0;0;-2,01969;1,144491;0,1184502;0;0;0;nothing
279;00:03:31;0;0;0;-2,0197;1,144489;0,1188537;0;0;0;nothing
280;00:03:32;0;0;0;-2,019545;1,144427;0,1192608;0;0;0;nothing
281;00:03:33;0;0;0;-2,019537;1,144373;0,1197456;0;0;0;nothing
282;00:03:34;0;0;0;-2,019507;1,144285;0,120131;0;0;0;nothing
283;00:03:35;0;0;0;-2,019539;1,144078;0,1204806;0;0;0;nothing
284;00:03:36;0;0;0;-2,019551;1,143879;0,1206651;0;0;0;nothing
285;00:03:37;0;0;0;-2,019526;1,143705;0,1209896;0;0;0;nothing
286;00:03:38;0;0;0;-2,019469;1,143536;0,1212947;0;0;0;nothing
287;00:03:39;0;0;0;-2,019331;1,143273;0,121528;0;0;0;nothing
288;00:03:41;0;0;0;-2,019187;1,143112;0,1217697;0;0;0;nothing
289;00:03:42;0;0;0;-2,018988;1,142916;0,1219728;0;0;0;nothing
290;00:03:43;0;0;0;-2,018678;1,142836;0,1222669;0;0;0;nothing
291;00:03:44;0;0;0;-2,018447;1,1427;0,1224041;0;0;0;nothing
292;00:03:45;0;0;0;-2,018338;1,142538;0,1224676;0;0;0;nothing
293;00:03:46;0;0;0;-2,018013;1,142494;0,1225404;0;0;0;nothing
294;00:03:47;0;0;0;-2,017771;1,142433;0,1225103;0;0;0;nothing
295;00:03:48;0;0;0;-2,017539;1,142359;0,1224008;0;0;0;nothing
296;00:03:50;0;0;0;-2,017094;1,142408;0,1222219;0;0;0;nothing
297;00:03:51;0;0;0;-2,016792;1,142419;0,1219625;0;0;0;nothing
298;00:03:52;0;0;0;-2,016402;1,14233;0,1216972;0;0;0;nothing
299;00:03:53;0;0;0;-2,015866;1,142354;0,1213654;0;0;0;nothing
300;00:03:54;0;0;0;-2,015472;1,142269;0,1209996;0;0;0;nothing
301;00:03:55;0;0;0;-2,015119;1,142129;0,1205723;0;0;0;nothing
302;00:03:56;0;0;0;-2,014426;1,142046;0,1201126;0;0;0;nothing
303;00:03:57;0;0;0;-2,013955;1,141833;0,1194906;0;0;0;nothing
304;00:03:58;0;0;0;-2,013472;1,141572;0,1187515;0;0;0;nothing
305;00:03:60;0;0;0;-2,0128;1,14146;0,1182002;0;0;0;nothing
306;00:03:61;0;0;0;-2,012277;1,141242;0,1173431;0;0;0;nothing
307;00:03:62;0;0;0;-2,011665;1,141027;0,1164626;0;0;0;nothing
308;00:03:63;0;0;0;-2,010772;1,1409;0,1154779;0;0;0;nothing
309;00:03:64;0;0;0;-2,010123;1,140668;0,1143895;0;0;0;nothing
310;00:03:65;0;0;0;-2,008403;1,140507;0,1134719;0;0;0;nothing
311;00:03:66;0;0;0;-2,006422;1,140843;0,1126238;0;0;0;nothing
312;00:03:67;0;0;0;-2,005715;1,140637;0,11134;0;0;0;nothing
313;00:03:69;0;0;0;-2,005342;1,140296;0,1099159;0;0;0;nothing
314;00:03:70;0;0;0;-2,004014;1,14031;0,1085289;0;0;0;nothing
315;00:03:71;0;0;0;-2,003295;1,140077;0,107066;0;0;0;nothing
316;00:03:72;0;0;0;-2,002355;1,139762;0,1056764;0;0;0;nothing
317;00:03:73;0;0;0;-2,001172;1,139797;0,1040224;0;0;0;nothing
318;00:03:74;0;0;0;-2,000528;1,139741;0,1024935;0;0;0;nothing
319;00:03:75;0;0;0;-1,999926;1,139618;0,1009724;0;0;0;nothing
320;00:03:76;0;0;0;-1,998986;1,139745;0,09940398;0;0;0;nothing
321;00:03:77;0;0;0;-1,998473;1,139657;0,09781379;0;0;0;nothing
322;00:03:79;0;0;0;-1,997872;1,139507;0,09625089;0;0;0;nothing
323;00:03:80;0;0;0;-1,99744;1,139513;0,09467274;0;0;0;nothing
324;00:03:81;0;0;0;-1,997118;1,139473;0,09311163;0;0;0;nothing
325;00:03:82;0;0;0;-1,996662;1,139542;0,0916115;0;0;0;nothing
326;00:03:83;0;0;0;-1,996691;1,139501;0,09015554;0;0;0;nothing
327;00:03:84;0;0;0;-1,996518;1,13951;0,08864093;0;0;0;nothing
328;00:03:85;0;0;0;-1,995901;1,139646;0,08723515;0;0;0;nothing
329;00:03:86;0;0;0;-1,996174;1,139499;0,08555532;0;0;0;nothing
330;00:03:88;0;0;0;-1,99613;1,139463;0,08402044;0;0;0;nothing
331;00:03:89;0;0;0;-1,995061;1,139857;0,08286166;0;0;0;nothing
332;00:03:90;0;0;0;-1,99586;1,139519;0,08127874;0;0;0;nothing
333;00:03:91;0;0;0;-1,995946;1,139491;0,0798679;0;0;0;nothing
334;00:03:92;0;0;0;-1,996392;1,139421;0,07844621;0;0;0;nothing
335;00:03:93;0;0;0;-1,997306;1,139064;0,07694542;0;0;0;nothing
336;00:03:94;0;0;0;-1,997555;1,138988;0,07570362;0;0;0;nothing
337;00:03:95;0;0;0;-1,997863;1,138984;0,07452804;0;0;0;nothing
338;00:03:96;0;0;0;-1,998055;1,138885;0,07357645;0;0;0;nothing
339;00:03:98;0;0;0;-1,998317;1,138715;0,07258505;0;0;0;nothing
340;00:03:99;0;0;0;-1,99834;1,138805;0,07161778;0;0;0;nothing
