Frame ID; Time; Collision Count; Red Mushroom Count; Brown Mushroom Count; RL Position X; RL Position Y; RL Position Z; Game Position X; Game Position Y; Game Position Z; Navigation State
1;00:00:02;0;0;0;0;0;0;0;0;0
2;00:00:04;0;0;0;0;0;0;0;0;0
3;00:00:14;0;0;0;0;0;0;0;0;0
4;00:00:24;0;0;0;-1,891875;1,100567;0,01103878;0;0;0
5;00:00:26;0;0;0;-1,883989;1,097133;0,01243711;0;0;0
6;00:00:27;0;0;0;-1,882216;1,093014;0,01286429;0;0;0
7;00:00:27;0;0;0;-1,881701;1,092647;0,01294452;0;0;0
8;00:00:29;0;0;0;-1,879726;1,093219;0,013533;0;0;0
9;00:00:29;0;0;0;-1,881265;1,091848;0,0130524;0;0;0
10;00:00:30;0;0;0;-1,880818;1,091612;0,01311678;0;0;0
11;00:00:32;0;0;0;-1,880398;1,091385;0,01314592;0;0;0
12;00:00:33;0;0;0;-1,88117;1,09059;0,01277786;0;0;0
13;00:00:34;0;0;0;-1,880827;1,090436;0,01269209;0;0;0
14;00:00:35;0;0;0;-1,880525;1,090353;0,01252902;0;0;0
15;00:00:36;0;0;0;-1,88022;1,090207;0,01239258;0;0;0
16;00:00:37;0;0;0;-1,879934;1,090145;0,01215202;0;0;0
17;00:00:38;0;0;0;-1,879664;1,090041;0,0118773;0;0;0
18;00:00:39;0;0;0;-1,878751;1,090131;0,01206768;0;0;0
19;00:00:41;0;0;0;-1,878446;1,08992;0,01182103;0;0;0
20;00:00:42;0;0;0;-1,87815;1,089762;0,01157337;0;0;0
21;00:00:43;0;0;0;-1,876739;1,090381;0,01155412;0;0;0
22;00:00:44;0;0;0;-1,876454;1,090356;0,01120514;0;0;0
23;00:00:45;0;0;0;-1,87618;1,090375;0,0108586;0;0;0
24;00:00:46;0;0;0;-1,877583;1,090163;0,009900391;0;0;0
25;00:00:47;0;0;0;-1,877451;1,090397;0,009465098;0;0;0
26;00:00:48;0;0;0;-1,877666;1,090433;0,008948088;0;0;0
27;00:00:49;0;0;0;-1,878572;1,090062;0,008348823;0;0;0
